engelska sjukdom	engelska sjuka	10	916		
engelska sjuken	engelska sjuka	2	916	0.9733333333	engelska sjuk
engelska sjukom	engelska sjuka	1	916	0.9875	engelska sjukdom
engelska spikan	engelska sjuka	1	916	0.9733333333	engelska siukan
engelska tronsjuk	engelska sjuka	1	916	0.9529411765	engelska sjuk
engelska tronsjuka	engelska sjuka	1	916	0.9555555556	engelska sjuka
engelskajukan	engelska sjuka	1	916	0.9733333333	engelska sjukan
engelskas	engelska sjuka	2	916	0.98	engelskasj
engelskas sjuk	engelska sjuka	1	916	0.9703296703	engelska sjuk
engelskasf	engelska sjuka	1	916	0.96	engelsks
engelskasj	engelska sjuka	2	916		
engelskasju	engelska sjuka	1	916	0.9818181818	engelskasj
engelskasjuk	engelska sjuka	9	916	0.9846153846	engelska sjuk
engelskasjuka	engelska sjuka	19	916	0.9857142857	engelska sjuka
engelskasjukan	engelska sjuka	10	916	0.9866666667	engelska sjukan
engelskasjukd	engelska sjuka	1	916	0.9692307692	engelska sjuk
engelskasjukdom	engelska sjuka	1	916	0.9875	engelska sjukdom
engelskasjuken	engelska sjuka	1	916	0.959047619	engelska sjukan
engelskassjuk	engelska sjuka	1	916	0.9692307692	engelska sjuk
engelske sj	engelska sjuka	1	916	0.9818181818	engelsk sj
engelskris	engelska sjuka	1	916	0.96	engelsks
engelsks	engelska sjuka	0	916		
engelsks sj	engelska sjuka	1	916	0.9636363636	engelsksj
engelsksj	engelska sjuka	9	916		
engelsksjk	engelska sjuka	3	916	0.9818181818	engelsksjuk
engelsksjuk	engelska sjuka	9	916		
engelsksjuka	engelska sjuka	13	916	0.9833333333	engelsksjuk
engelsksjukan	engelska sjuka	3	916	0.9692307692	engelsksjuk
engelsksjukd	engelska sjuka	1	916	0.9833333333	engelsksjuk
engelsksuk	engelska sjuka	1	916	0.9818181818	engelsksjuk
engelskusjuka	engelska sjuka	1	916	0.9525641026	engelska sjuk
engelssj	engelska sjuka	13	916	0.9777777778	engelsksj
engelssja	engelska sjuka	2	916	0.9577777778	engelskasj
engelssjuk	engelska sjuka	6	916	0.9577777778	engelsksj
engerska sjukan	engelska sjuka	1	916	0.9733333333	engelska sjukan
engesk sj	engelska sjuka	2	916	0.98	engelsk sj
engesk sjuk	engelska sjuka	1	916	0.9833333333	engelsk sjuk
engeska sjuk	engelska sjuka	1	916	0.9846153846	engelska sjuk
engeska sjukan	engelska sjuka	2	916	0.9866666667	engelska sjukan
engesksjk	engelska sjuka	1	916	0.9636363636	engelsksjuk
engesksjuk	engelska sjuka	1	916	0.9818181818	engelsksjuk
engesksjuka	engelska sjuka	1	916	0.9636363636	engelsksjuk
engl s	engelska sjuka	0	916		
engl siuk	engelska sjuka	0	916		
engl sjuk	engelska sjuka	5	916	0.98	engl sjuka
engl sjuka	engelska sjuka	2	916		
engl sjukan	engelska sjuka	0	916		
engl. sj.	engelska sjuka	4	916		
englesk sjuk	engelska sjuka	1	916	0.9805555556	engelsk sjuk
engleska sjuka	engelska sjuka	1	916	0.9833333333	engelska sjuka
englesksj	engelska sjuka	1	916	0.9740740741	engelsksj
engls	engelska sjuka	1	916	0.9666666667	engl s
englsj	engelska sjuka	15	916	0.9714285714	engl sj
englsjuk	engelska sjuka	3	916	0.96	engl sjuka
englsjuka	engelska sjuka	4	916	0.98	engl sjuka
englsjukan	engelska sjuka	2	916	0.9818181818	engl sjukan
englsk sjuk	engelska sjuka	1	916	0.9805555556	engelsk sjuk
englsksjuk	engelska sjuka	1	916	0.9787878788	engelsksjuk
engs	engelska sjuka	8	916	0.96	engsj
engsjk	engelska sjuka	25	916	0.9666666667	engsj
engsju	engelska sjuka	3	916	0.9666666667	engsj
engsjuka	engelska sjuka	48	916	0.9533333333	engl sjuka
engsjukan	engelska sjuka	30	916	0.9766666667	eng sjukan
engska sjuk	engelska sjuka	1	916	0.9641025641	engelska sjuk
engelska sjukan fron späda or	engelska sjukan fron späda or	1	1	1	
engelska sjukan hivutustauti	engelska sjukan hivutustauti	1	1	1	
engelska sjukan jäsentauti	engelska sjukan jäsentauti	1	1	1	
engelska sjukan l lugnsot	engelska sjukan l lugnsot	1	1	1	
engelska spillen rakhitis	engelska spillen rakhitis	1	1	1	
engelskan riisi	engelskan riisi	1	1	1	
engelkantauti	engelskan tauti	1	27	0.9733333333	engelskan tauti
engelska tauti	engelskan tauti	15	27	0.9866666667	engelskan tauti
engelskan tauti	engelskan tauti	27	27	1	
engelskantaut	engelskan tauti	1	27	0.9733333333	engelskan tauti
engelskantauti	engelskan tauti	7	27	0.9866666667	engelskan tauti
engelskatauti	engelskan tauti	4	27	0.9733333333	engelskan tauti
engelukan tauti	engelskan tauti	1	27	0.9733333333	engelskan tauti
engelskan tauti aivoissa vettä	engelskan tauti aivoissa vettä	1	1	1	
engelska t	engelskant	1	4	0.96	engelskant
engelskan	engelskant	1	4	0.98	engelskant
engelskant	engelskant	4	4	1	
engelskantau	engelskant	3	4	0.9666666667	engelskant
engelskat	engelskant	1	4	0.98	engelskant
engelskasjuk lungsot	engelskasjuk lungsot	1	1	1	
engelskeg	engelskeg	1	1	1	
engelsksj skrafler	engelsksj skrafler	1	1	1	
engelsksjrisen	engelsksjrisen	2	2	1	
engelsksjuk svaghet	engelsksjuk svaghet	1	1	1	
engelsksjuka nerff	engelsksjuka nerff	1	1	1	
engelsk tauti	engelsktauti	1	2	0.9846153846	engelsktauti
engelsktauti	engelsktauti	2	2	1	
englsk tauti	engelsktauti	1	2	0.9611111111	engelsktauti
engelssiuka	engelssiuka	1	1	1	
engelsta	engelsta	1	1	1	
engelsttsj	engelsttsj	1	1	1	
engeltsj	engeltsj	1	1	1	
engesbon	engesbon	1	1	1	
engelsk siukan	engilske sjukan	1	1	0.9511111111	engilske sjukan
engilske sjukan	engilske sjukan	1	1	1	
engkloksj	engkloksj	1	1	1	
engkti	engkti	1	1	1	
engl krankh	engl krankh	7	7	1	
engl krankheit	engl krankh	1	7	0.9571428571	engl krankh
engli krankkh	engl krankh	1	7	0.9692307692	engl krankh
engl sj vatts	engl sj vatts	1	1	1	
englaka sjukan	englaka sjukan	1	1	1	
englanin tauti	englannin tauti	2	3	0.9723809524	englannin tauti
englannin tauti	englannin tauti	3	3	1	
englannintauti	englannin tauti	1	3	0.9866666667	englannin tauti
englannin t	englannint	1	1	0.9818181818	englannint
englannint	englannint	1	1	1	
englannintauti riisi ja alulla oleva rintatauti	englannintauti riisi ja alulla oleva rintatauti	1	1	1	
englant	englant	1	1	1	
englantktauti	englantktauti	1	1	1	
engled	engleds	1	11	0.9714285714	engleds
engleds	engleds	11	11	1	
engledsj	engleds	4	11	0.975	engleds
englledsj	engleds	1	11	0.9555555556	engleds
english krankh	english krankh	11	11	1	
englikhekrankh	engliskh krankh	1	22	0.959047619	engliskh krankh
engliskh krankh	engliskh krankh	22	22	1	
engliskhe krank	engliskh krankh	1	22	0.9733333333	engliskh krankh
engliskhe krankh	engliskh krankh	12	22	0.9875	engliskh krankh
engliskhe krankheit	engliskh krankh	7	22	0.9578947368	engliskh krankh
engliskhkrankh	engliskh krankh	2	22	0.9866666667	engliskh krankh
engliskhkrankk	engliskh krankh	3	22	0.959047619	engliskh krankh
engliskhe kr	engliskhe kr	1	1	1	
englka sjuka	englka sjuka	1	1	1	
engl kr	englkr	2	4	0.9714285714	englkr
englkr	englkr	4	4	1	
engll	engll	1	1	1	
englsh	englsh	1	1	1	
englsjukdom	englsjukdom	1	1	1	
engsjukdom	englsjukdom	1	1	0.9787878788	englsjukdom
engsjukom	englsjukdom	1	1	0.9575757576	englsjukdom
englska	englska	1	1	1	
englslakan	englslakan	1	1	1	
engltauti	engltauti	4	4	1	
engrisen	engrisen	1	1	1	
engsf	engsf	1	1	1	
eangsiukan	engsiukan	1	2	0.97	engsiukan
engsiuk	engsiukan	1	2	0.9555555556	engsiukan
engsiukan	engsiukan	2	2	1	
engsiukd	engsiukd	1	1	1	
engsj sl	engsj sl	1	1	1	
engsj tvinsot	engsj tvinsot	1	1	1	
engsjmässlmm	engsjmässlmm	1	1	1	
engsjuk	engsjuk	115	115	1	
engsjukar	engsjuk	1	115	0.9555555556	engsjuk
engsjukd	engsjuk	2	115	0.975	engsjuk
engsjuk magsjuka	engsjuk magsjuka	1	1	1	
engsjuk risen	engsjuk risen	1	1	1	
engsjukan eller tvinsot	engsjukan eller tvinsot	1	1	1	
engsjukan o kramp	engsjukan o kramp	1	1	1	
engsjukanbröstsjuk	engsjukanbröstsjuk	1	1	1	
engsjukelrisen	engsjukelrisen	1	1	1	
engsrisen	engsrisen	1	1	1	
engtorrsj	engtorrsj	1	1	1	
engtronj	engtronj	1	1	1	
enike mask	enike mask	1	1	1	
enissj	enissj	1	1	1	
enka	enka	1	1	1	
enkbrkt	enkbrkt	6	6	1	
enkbrt	enkbrkt	1	6	0.9714285714	enkbrkt
enkbrukt	enkbrkt	1	6	0.975	enkbrkt
enkbrktigk	enkbrktigk	1	1	1	
enkbryktigkeit	enkbryktigkeit	1	1	1	
enkefalit hjärnhinneinfl	enkefalit hjärnhinneinfl	1	1	1	
enkeliska tautiti	enkeliska tautiti	1	1	1	
enkelskan tauti	enkeliska tautiti	1	1	0.951372549	enkeliska tautiti
enkelska sjuka	enkelska sjuka	1	1	1	
enkelskantauti	enkelskantauti	1	1	1	
enkelsksj	enkelsksj	1	1	1	
enekphalitis	enkephalitis	1	1	0.9777777778	enkephalitis
enkephalitis	enkephalitis	1	1	1	
enkephalitis epidemika enkephalsmyelitis eksonika	enkephalitis epidemika enkephalsmyelitis eksonika	1	1	1	
enkeplalitis  lokkha arterioskl  haper kir insuff kordis  blar	enkeplalitis  lokkha arterioskl  haper kir insuff kordis  blar	1	1	1	
enkgelsk sjukan	enkgelsk sjukan	1	1	1	
enkkbrustigkeit	enkkbrustigkeit	1	1	1	
enkl	enkl	8	8	1	
enklsj	enklsj	1	1	1	
enl för passexp	enl för passexp	1	1	1	
enl förs fron pass expekd	enl förs fron pass expekd	1	1	1	
enl förtekn fron pass exp	enl förtekn fron pass expedit	1	1	0.9724137931	enl förtekn fron pass expedit
enl förtekn fron pass expedit	enl förtekn fron pass expedit	1	1	1	
enl hr	enl hr	1	1	1	
enl intygen	enl intygen	1	1	1	
enl läkare betyg h	enl läkare betyg h	1	1	1	
enl originalet	enl originalet	1	1	1	
enl osif svulst	enl osif svulst	1	1	1	
enl skig	enl skig	1	1	1	
enl tauti	enl tauti	1	1	1	
enlbevis fr hfors	enlbevis fr hfors	1	1	1	
enligre	enligre	1	1	1	
enligt hofrättens utslag flyttad afsides af den som i kgorden förut liket nedsatt thenna flyttning skisdt d  junii	enligt hofrättens utslag flyttad afsides af den som i kgorden förut liket nedsatt thenna flyttning skisdt d  junii	1	1	1	
enligt hös	enligt hös	1	1	1	
enligt prov med attest mördad	enligt prov med attest mördad	1	1	1	
enligt uppgift af hetzig feber	enligt uppgift af hetzig feber	1	1	1	
enlintygpo köpenhamns redd drunknad	enlintygpo köpenhamns redd drunknad	1	1	1	
enl orig	enlorig	4	6	0.9708333333	enlorig
enlorig	enlorig	6	6	1	
enltvinsot	enltvinsot	1	1	1	
enluppgdöd o vaskio trkti haliko past	enluppgdöd o vaskio trkti haliko past	1	1	1	
ennen aikaa syntyi	ennen aikaa syntyi	1	1	1	
ennenaikainen synts	ennenaikainen synts	1	1	1	
ennenaikainen syntyminen	ennenaikainen syntyminen	1	1	1	
ennenaikasella kuolemalla	ennenaikasella kuolemalla	1	1	1	
ennenaiksynt	ennenaiksynt	1	1	1	
ennenaiksyntym	ennenaiksynt	1	1	0.9714285714	ennenaiksynt
ennenaikunen	ennenaikunen	1	1	1	
ennvärterj	ennvärterj	1	1	1	
eno farsoten	eno farsoten	4	4	1	
enöddstr	enöddstr	1	1	1	
enoxe stongad	enoxe stongad	1	1	1	
enpofallen stensläde	enpofallen stensläde	1	1	1	
enrehlolderd	enrehlolderd	1	1	1	
enrziindung	enrziindung	1	1	1	
ensk	ensk	1	1	1	
ent zundum	ent zundum	1	1	1	
entbind	entbind	6	6	1	
entbindung	entbindung	4	4	1	
enteretis	enteretis	2	2	1	
enterioskl	enterioskl	1	1	1	
enterit ak vatsatauti	enterit ak vatsatauti	1	1	1	
enterit okh krompi	enterit okh krompi	1	1	1	
enterit tandplogor	enterit tandplogor	1	1	1	
enterit tarminflamm	enterit tarminflamm	1	1	1	
enterit ak	enteritak	1	1	0.98	enteritak
enteritak	enteritak	1	1	1	
enteris	enteritis	2	48	0.9555555556	enteritis
enterit	enteritis	6	48	0.9555555556	enteritis
enteritis	enteritis	48	48	1	
enterit akuta	enteritis akut	1	2	0.956043956	enteritis akut
enterites akuta	enteritis akut	1	2	0.959047619	enteritis akut
enteritis akut	enteritis akut	2	2	1	
enteritis akuta	enteritis akut	1	2	0.9866666667	enteritis akut
enteritis auto post partium	enteritis auto post partium	1	1	1	
enteritis elinfliunderlif	enteritis elinfliunderlif	1	1	1	
enteritis follikulose	enteritis follikulose	1	1	1	
enteritis khronik	enteritis khronik	1	1	1	
enteritis kronika	enteritis khronik	1	1	0.9764705882	enteritis khronik
enteritis menningitis	enteritis menningitis	1	1	1	
enteritis tionerathers	enteritis tionerathers	1	1	1	
enterogastritis	enterogastritis	1	1	1	
enteroh kopi	enteroh kopi	1	1	1	
entero helosis	enteroheliosis	1	2	0.956043956	enteroheliosis
enteroheleosis	enteroheliosis	1	2	0.956043956	enteroheliosis
enteroheliosis	enteroheliosis	2	2	1	
enterokolitis	enterokolitis	1	1	1	
enterolis akuta	enterolis akuta	1	1	1	
entintis	entintis	1	1	1	
entiritis	entiritis	1	1	1	
entkr	entkr	1	1	1	
entkr fieb	entkr fieb	3	3	1	
entkräft	entkräft	31	31	1	
entkräft fieber	entkräft fieber	12	12	1	
entkräftfieb	entkräft fieber	2	12	0.96	entkräft fieber
entkräftfieber	entkräft fieber	7	12	0.9866666667	entkräft fieber
entkräftasj	entkräftasj	1	1	1	
endkräftung	entkräftung	1	27	0.9515151515	entkräftung
entkäftung	entkräftung	1	27	0.9818181818	entkräftung
entkräfting	entkräftung	2	27	0.9636363636	entkräftung
entkraftung	entkräftung	3	27	0.9636363636	entkräftung
entkräftung	entkräftung	27	27	1	
entrak	entrak	1	1	1	
entsnd	entsnd	1	1	1	
entz	entz	111	111	1	
entz der athmungsorg	entz der athmungsorg	2	2	1	
entz der luftorg	entz der luftorg	1	1	1	
entz der respiralions org	entz der respiralions org	1	1	1	
entz des atinungs organ	entz des atinungs organ	1	1	1	
entz des drsen	entz des drsen	1	1	1	
entz des gedärmen	entz des gedärmen	1	1	1	
entz fieber	entz fieber	2	2	1	
entz im munde	entz im munde	1	1	1	
entz und  herzbel	entz und  herzbel	1	1	1	
entz fieb	entzfieb	3	6	0.9777777778	entzfieb
entzfieb	entzfieb	6	6	1	
eentznd	entznd	1	221	0.9571428571	entznd
entziind	entznd	2	221	0.95	entznd
entzn	entznd	1	221	0.9666666667	entznd
entznd	entznd	221	221	1	
entzund	entznd	13	221	0.9714285714	entznd
enznd	entznd	1	221	0.9555555556	entznd
entznd d gedärm	entznd d gedärm	1	1	1	
entznd der gedärmutter	entznd der gedärmutter	1	1	1	
entznd in gedärmen	entznd in gedärmen	1	1	1	
entznd us typhus	entznd us typhus	1	1	1	
entsndfieber	entzndfieber	2	9	0.9611111111	entzndfieber
entznd fieber	entzndfieber	2	9	0.9846153846	entzndfieber
entzndfiber	entzndfieber	1	9	0.9651515152	entzndfieber
entzndfieb	entzndfieber	4	9	0.9666666667	entzndfieber
entzndfieber	entzndfieber	9	9	1	
entzndtueben	entzndtueben	1	1	1	
entziindung	entzndung	1	215	0.9636363636	entzndung
entzndun	entzndung	1	215	0.9777777778	entzndung
entzndung	entzndung	215	215	1	
entzundng	entzndung	2	215	0.9777777778	entzndung
entzundung	entzndung	23	215	0.9577777778	entzndung
entzndung alheun org	entzndung alheun org	1	1	1	
entzndung der gebärmutter	entzndung der gebärmutter	1	1	1	
entzndungsfieb	entzndungsfieb	1	1	1	
entzund in geskhlorg	entzund in geskhlorg	1	1	1	
entzundung f	entzundung f	1	1	1	
entzundung in knie	entzundung in knie	1	1	1	
entzyndung in lungen	entzyndung in lungen	1	1	1	
enurisis	enurisis	1	1	1	
envärtsj	envärtsj	1	1	1	
envtärsj	envärtsj	1	1	0.9708333333	envärtsj
envodelig händ	envodelig händ	1	1	1	
envuls	envulsr	1	8	0.9714285714	envulsr
envulsr	envulsr	8	8	1	
envulsrn	envulsr	1	8	0.975	envulsr
enz	enz	1	1	1	
eödsot	eödsot	3	3	1	
eoligue	eoligue	2	2	1	
eholik	eolik	1	3	0.95	eolik
eolik	eolik	3	3	1	
eolique	eolique	4	4	1	
eonruls	eonruls	1	1	1	
eonv	eonv	2	2	1	
eonvulfuin	eonvulfuin	1	1	1	
eonvul	eonvuls	1	20	0.9714285714	eonvuls
eonvuls	eonvuls	20	20	1	
leonvuls	eonvuls	1	20	0.9583333333	eonvuls
eonvulsion	eonvulsion	1	1	1	
eonvulskramp	eonvulskramp	1	1	1	
ep i skog af kufen sv	ep i skog af kufen sv	1	1	1	
epäa	epäa	1	1	1	
epämuodostuma	epämuodostuma	1	1	1	
epäs	epäs	1962	1962	1	
epäselvä	epäselvä	5	5	1	
epätietoin	epätietoinen	2	13	0.9666666667	epätietoinen
epätietoinen	epätietoinen	13	13	1	
epelepsi	epelepsia	1	1	0.9777777778	epelepsia
epelepsia	epelepsia	1	1	1	
epetelska	epetelska	1	1	1	
epeudynist kord po seraflasstlus	epeudynist kord po seraflasstlus	1	1	1	
epid kholera	epid kholera	1	1	1	
epidem feber	epidem feber	2	2	1	
epidem influensa	epidem influensa	1	1	1	
epidemisk kholera	epidemisk kholera	2	2	1	
epidf	epidf	1	1	1	
epil	epil	6	6	1	
epil sinnesrörd	epil sinnesrörd	1	1	1	
epilektimahelsinki	epilektimahelsinki	1	1	1	
epileps st	epileps st	1	1	1	
epilepsi diarrhe	epilepsi diarrhe	1	1	1	
epilepsi föll af boten	epilepsi föll af boten	1	1	1	
epilepsi oslag	epilepsi oslag	1	1	1	
epilep	epilepsia	1	56		
epileps	epilepsia	2	56		
epilepsi	epilepsia	53	56	0.9777777778	epilepsia
epilepsia	epilepsia	30	56		
epilepsie	epilepsia	22	56		
epilepsii	epilepsia	1	56	0.9555555556	epilepsia
epilepsis	epilepsia	7	56	0.9555555556	epilepsia
epilepsus	epilepsia	1	56		
epilepsia  ii epilepsia	epilepsia  ii epilepsia	1	1	1	
epilepsia den han hade altifron födslostunden	epilepsia den han hade altifron födslostunden	1	1	1	
epilepsia idiopathia	epilepsia idiopathia	1	1	1	
epilepsiaälderd	epilepsiaälderd	1	1	1	
epilepsie föll i träsksump okh dog	epilepsie föll i träsksump okh dog	1	1	1	
epilepsis uti barnsäng	epilepsis uti barnsäng	1	1	1	
epilepsi anfall	epilept anfall	1	1	0.959047619	epilept anfall
epilept anfall	epilept anfall	1	1	1	
epilipe depsii	epilipe depsii	1	1	1	
epiplepsi	epiplepsi	1	1	1	
epistafis exteriosel  marasmus	epistafis exteriosel  marasmus	1	1	1	
epsä	epsä	1	1	1	
er	er	1	1	1	
er mordat	er mordat	1	1	1	
eräfve tan	eräfve tan	1	1	1	
erbrekhen	erbrekhen	12	12	1	
erbrekken	erbrekhen	2	12	0.9555555556	erbrekhen
erbrokhen	erbrokhen	1	1	1	
erbruhen	erbruhen	1	1	1	
erfroen	erfroren	1	10	0.975	erfroren
erfrohren	erfroren	1	10	0.9777777778	erfroren
erfroren	erfroren	10	10	1	
verfroren	erfroren	2	10	0.962962963	erfroren
erh slag i kurikka	erh slag i kurikka	1	1	1	
erhängt	erhängt	14	14	1	
erhängt sikh	erhängt sikh	1	1	1	
erheltung	erheltung	1	1	1	
erhollne blodvite	erhollne blodvite	1	1	1	
erhost	erhosten	1	5	0.95	erhosten
erhosten	erhosten	5	5	1	
erhusten	erhusten	4	4	1	
erismus	erismus	2	2	1	
erkalt	erkalt	1	1	1	
erkält	erkält	2	2	1	
verkält	erkält	2	2	0.9523809524	erkält
erkält fieb	erkält fieb	1	1	1	
erkältfieber	erkältfieber	1	1	1	
erkäbtung	erkältung	1	9	0.9555555556	erkältung
erkältng	erkältung	2	9	0.9777777778	erkältung
erkältung	erkältung	9	9	1	
erkästung	erkältung	1	9	0.9555555556	erkältung
verkältung	erkältung	1	9	0.9666666667	erkältung
erkält fieber	erkältungs fieber	6	10	0.9529411765	erkältungs fieber
erkältungs fieber	erkältungs fieber	10	10	1	
erkältungsfieber	erkältungs fieber	1	10	0.9882352941	erkältungs fieber
erkertungs fieber	erkertungs fieber	1	1	1	
erläst barnsb	erläst barnsb	1	1	1	
ermardet	ermardet	1	1	1	
ermörd	ermörd	1	1	1	
ermördet	ermörd	1	1	0.95	ermörd
ermordert durkh ervrgung	ermordert durkh ervrgung	1	1	1	
ermordert von rathen garde in hyvinge	ermordert von rathen garde in hyvinge	1	1	1	
ermord	ermordet	1	7	0.95	ermordet
ermordat	ermordet	1	7	0.95	ermordet
ermorden	ermordet	1	7	0.95	ermordet
ermordet	ermordet	7	7	1	
ermordet in metzäk	ermordet in metzäk	1	1	1	
ermordet von russiskhe burlaks	ermordet von russiskhe burlaks	1	1	1	
ernvuls	ernvuls	1	1	1	
ers ohten	ers ohten	1	1	1	
ersäufen	ersäufen	3	3	1	
erskhessen	erskhessen	1	1	1	
erskhlag auf d nerv	erskhlag auf d nerv	1	1	1	
erskhlagen	erskhlagen	4	4	1	
erskhoss sikh s melankholia	erskhoss sikh s melankholia	1	1	1	
erskhoss sikh selbst sjuktsinnestillstond	erskhoss sikh selbst sjuktsinnestillstond	1	1	1	
erskhoss tillföljd sinnes förvirring	erskhoss tillföljd sinnes förvirring	1	1	1	
erskhossen im versehen	erskhossen im versehen	1	1	1	
eroffen	ersoffen	1	215	0.9666666667	ersoffen
erskhoffen	ersoffen	1	215	0.9533333333	ersoffen
ersofen	ersoffen	1	215	0.975	ersoffen
ersoff	ersoffen	31	215	0.95	ersoffen
ersoffen	ersoffen	215	215	1	
ersopfen	ersoffen	1	215	0.95	ersoffen
erstoffen	ersoffen	2	215	0.9740740741	ersoffen
versoffen	ersoffen	2	215	0.962962963	ersoffen
ersoffen aus ybermuth	ersoffen aus ybermuth	1	1	1	
ersoffen in  vassergekhim	ersoffen in  vassergekhim	1	1	1	
ersoffen in strellmakhen garten	ersoffen in strellmakhen garten	1	1	1	
erskhossen	ersossen	1	2	0.9533333333	ersossen
ersossen	ersossen	2	2	1	
ersosten	ersossen	1	2	0.95	ersossen
erstossen	ersossen	1	2	0.9740740741	ersossen
erstekh	erstekh	1	1	1	
erstikh	erstikh	1	1	1	
erstikht im raukh im feuers braukht	erstikht im raukh im feuers braukht	1	1	1	
erstikht vom mutter	erstikht von mutter	1	2	0.9678362573	erstikht von mutter
erstikht von mutter	erstikht von mutter	2	2	1	
erstikkt von mutt	erstikht von mutter	1	2	0.9566563467	erstikht von mutter
erstikken von ammen	erstikken von ammen	2	2	1	
erstikht	erstikkt	27	28	0.95	erstikkt
erstikkt	erstikkt	28	28	1	
erstikt	erstikkt	1	28	0.975	erstikkt
erstikkt am ein stukk fleiskh	erstikkt am ein stukk fleiskh	1	1	1	
erstikkt im skhmutz	erstikkt im skhmutz	1	1	1	
erstikkt in essen	erstikkt in essen	1	1	1	
erstikkt v ihr mutt	erstikkt v ihr mutt	1	1	1	
erstikht vm	erstikkt vm	1	2	0.9636363636	erstikkt vm
erstikkt vm	erstikkt vm	2	2	1	
erstikkt vmutter	erstikkt vmutter	3	3	1	
erstikkt v mr	erstikkt von mr	1	10	0.9733333333	erstikkt von mr
erstikkt von mr	erstikkt von mr	10	10	1	
erstikkte v ammen	erstikkte v ammen	11	11	1	
erstikkte von ammen	erstikkte v ammen	7	11	0.9554179567	erstikkte v ammen
erstikkt v mutt	erstikkte v mutter	1	7	0.9666666667	erstikkte v mutter
erstikkt von mutter	erstikkte v mutter	3	7	0.9678362573	erstikkte v mutter
erstikkte v mutter	erstikkte v mutter	7	7	1	
erstikkte von mutter	erstikkte v mutter	2	7	0.98	erstikkte v mutter
erstikkvonmatter	erstikkvonmatter	1	1	1	
erstikt bei nutt	erstikt bei nutt	1	1	1	
erstokhen	erstokhen	1	1	1	
erstokken	erstokhen	1	1	0.9555555556	erstokhen
ersuht	ersuht	1	1	1	
ertappad död po mark	ertappad död po mark	1	1	1	
erteriosd	erteriosd	1	1	1	
ertrink	ertrnk	1	1	0.9714285714	ertrnk
ertrnk	ertrnk	1	1	1	
ertrunk beymbad	ertrunk beymbad	1	1	1	
ertrunk in neva	ertrunk in neva	1	1	1	
ertrinken	ertrunken	3	79	0.9555555556	ertrunken
ertrnken	ertrunken	2	79	0.9777777778	ertrunken
ertrunk	ertrunken	47	79	0.9555555556	ertrunken
ertrunken	ertrunken	79	79	1	
ertrunkken	ertrunken	11	79	0.98	ertrunken
ertrunken automilunglkk	ertrunken automilunglkk	1	1	1	
ertrunken bei lavatsaari	ertrunken bei lavatsaari	1	1	1	
ertrunken in katharinen kanale	ertrunken in katharinen kanale	1	1	1	
ertrunken zviskhen afrika und australia	ertrunken zviskhen afrika und australia	1	1	1	
ertrunkken im brunn	ertrunkken im brunn	1	1	1	
ervardet	ervardet	1	1	1	
erveiter der athem organen	erveiter der athem organen	1	1	1	
erysipelas	erysipelas	2	2	1	
erysipelas  septikaemia	erysipelas  septikaemia	1	1	1	
erysipet ros	erysipet ros	1	1	1	
erythema blodöverfylln	erythema blodöverfylln	1	1	1	
esj	esj	1	1	1	
esyltauti	esyltauti	1	1	1	
et bens or	et bens or	1	1	1	
et dödfödt barn	et dödfödt barn	1	1	1	
et dygns ganska sv brännsoth	et dygns ganska sv brännsoth	1	1	1	
et dygns hets bränns o styngh	et dygns hets bränns o styngh	1	1	1	
et fall hvarigenom afbrutit armen hvartil slagit kallbrand	et fall hvarigenom afbrutit armen hvartil slagit kallbrand	1	1	1	
et fall ifr hästryggen	et fall ifr hästryggen	1	1	1	
et fall ifrhästryggen i pälkäne	et fall ifrhästryggen i pälkäne	1	1	1	
et fall o svullnad	et fall o svullnad	1	1	1	
et fall po golfvet	et fall po golfvet	1	1	1	
et fall po isen	et fall po isen	1	1	1	
et fall underen epäselvä sana po en hal is	et fall underen epäselvä sana po en hal is	1	1	1	
et fall vid kronomagazinet vid kastelholm öfverst ifron muren	et fall vid kronomagazinet vid kastelholm öfverst ifron muren	1	1	1	
et fall vid timring	et fall vid timring	1	1	1	
et ganska ömkansvärd tilstond	et ganska ömkansvärd tilstond	1	1	1	
et hugg i armen	et hugg i armen	1	1	1	
et hugg i fotabladet	et hugg i fotabladet	1	1	1	
et hugg som med yxan gividt sig i foten	et hugg som med yxan gividt sig i foten	1	1	1	
et i skog kullfält trä vod slag	et i skog kullfält trä vod slag	1	1	1	
et knifehugg	et knifehugg	1	1	1	
ett knifhugg	et knifehugg	1	1	0.9555555556	et knifehugg
et mank remitiut mur i larie feber	et mank remitiut mur i larie feber	1	1	1	
et monstrum	et monstrum	1	1	1	
et olyekligt fall	et olyekligt fall	1	1	1	
et olykk fall	et olykk fall	1	1	1	
et olykkl fall ifr en tall	et olykkl fall ifr en tall	1	1	1	
et olykkligsfall af hästryggen	et olykkligsfall af hästryggen	1	1	1	
et olykkligtfall frbadstugnlafvan	et olykkligtfall frbadstugnlafvan	1	1	1	
et oskeslag	et oskeslag	1	1	1	
et pästskott i kindbt	et pästskott i kindbt	1	1	1	
et pofallit träd	et pofallit träd	1	1	1	
et pokslag i hufvud	et pokslag i hufvud	1	1	1	
et sor som bn hugg i loret	et sor som bn hugg i loret	1	1	1	
et stygn	et stygn	1	1	1	
et svort fall	et svort fall	1	1	1	
et trä fall	et trä fall	1	1	1	
